Images,ActualAge,ActualGender,Model_Pred_Gender,Model_Pred_Age,Model_Pred_Emotion,DeepFaceGender,DeepFaceEmotion,DeepFaceAge
"[[[203 187 172]
  [197 181 165]
  [190 173 157]
  ...
  [241 240 238]
  [240 240 238]
  [239 239 237]]

 [[201 185 170]
  [195 179 163]
  [188 171 155]
  ...
  [241 240 238]
  [240 240 238]
  [239 239 237]]

 [[197 181 166]
  [192 176 160]
  [186 169 153]
  ...
  [241 240 238]
  [240 240 238]
  [240 240 238]]

 ...

 [[147  90  60]
  [143  86  56]
  [138  81  51]
  ...
  [234 240 240]
  [234 240 240]
  [234 240 240]]

 [[140  83  53]
  [136  79  49]
  [132  75  45]
  ...
  [234 240 240]
  [234 240 240]
  [234 240 240]]

 [[135  78  48]
  [132  75  45]
  [129  72  42]
  ...
  [234 240 240]
  [234 240 240]
  [234 240 240]]]",77,Male,Male,78,sad,Male,happy,24
"[[[ 13  15  14]
  [ 13  15  14]
  [ 13  15  14]
  ...
  [102  85  67]
  [ 90  73  57]
  [ 82  65  49]]

 [[ 13  15  14]
  [ 13  15  14]
  [ 13  15  14]
  ...
  [102  85  67]
  [ 89  72  56]
  [ 81  64  48]]

 [[ 13  15  14]
  [ 13  15  14]
  [ 13  15  14]
  ...
  [102  85  67]
  [ 89  72  56]
  [ 80  63  47]]

 ...

 [[  9  11  10]
  [  9  11  10]
  [  9  11  10]
  ...
  [ 64  38  13]
  [ 63  37  12]
  [ 63  37  12]]

 [[  9  11  10]
  [  9  11  10]
  [  9  11  10]
  ...
  [ 63  37  12]
  [ 63  37  12]
  [ 62  36  11]]

 [[  9  11  10]
  [  9  11  10]
  [  9  11  10]
  ...
  [ 63  37  12]
  [ 62  36  11]
  [ 62  36  11]]]",24,Female,Female,23,neutral,Male,neutral,26
"[[[36 36 24]
  [33 33 21]
  [28 29 21]
  ...
  [ 3  0  0]
  [ 4  0  0]
  [ 5  4  0]]

 [[35 35 23]
  [32 32 20]
  [27 28 20]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 5  4  0]]

 [[32 32 20]
  [29 29 17]
  [26 26 18]
  ...
  [ 5  1  0]
  [ 4  0  0]
  [ 4  3  0]]

 ...

 [[ 5  3  8]
  [ 5  3  8]
  [ 5  3  8]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 7  2  8]
  [ 7  2  8]
  [ 7  2  8]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 7  2  8]
  [ 7  2  8]
  [ 7  2  8]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]]",47,Female,Female,33,sad,Male,sad,26
"[[[23 21 22]
  [23 21 22]
  [22 20 21]
  ...
  [15 15 13]
  [16 16 14]
  [16 16 14]]

 [[22 20 21]
  [22 20 21]
  [21 19 20]
  ...
  [16 16 14]
  [17 17 15]
  [17 17 15]]

 [[21 19 20]
  [20 18 19]
  [20 18 19]
  ...
  [19 19 17]
  [19 19 17]
  [19 19 17]]

 ...

 [[14 13 18]
  [14 13 18]
  [14 13 18]
  ...
  [34 32 35]
  [34 32 33]
  [34 32 33]]

 [[14 13 18]
  [14 13 18]
  [14 13 18]
  ...
  [33 31 34]
  [33 31 32]
  [33 31 32]]

 [[14 13 18]
  [14 13 18]
  [14 13 18]
  ...
  [33 31 34]
  [33 31 32]
  [33 31 32]]]",55,Female,Female,48,sad,Male,happy,42
"[[[189 181 170]
  [185 177 166]
  [171 163 152]
  ...
  [199 199 187]
  [198 196 184]
  [200 198 185]]

 [[190 182 171]
  [187 179 168]
  [175 167 156]
  ...
  [199 199 187]
  [199 197 185]
  [200 198 185]]

 [[193 185 174]
  [191 183 172]
  [180 172 161]
  ...
  [199 199 187]
  [199 197 185]
  [200 198 185]]

 ...

 [[197 193 192]
  [197 193 192]
  [197 193 192]
  ...
  [169 164 161]
  [164 159 156]
  [161 156 153]]

 [[198 194 193]
  [198 194 193]
  [197 193 192]
  ...
  [170 165 162]
  [165 160 157]
  [161 156 153]]

 [[199 195 194]
  [198 194 193]
  [198 194 193]
  ...
  [170 165 162]
  [165 160 157]
  [162 157 154]]]",26,Male,Male,25,sad,Male,angry,28
"[[[234 224 214]
  [234 224 214]
  [235 225 215]
  ...
  [198 170  37]
  [199 171  38]
  [199 171  38]]

 [[233 223 213]
  [234 224 214]
  [234 224 214]
  ...
  [198 170  37]
  [199 170  40]
  [199 171  38]]

 [[232 222 212]
  [233 223 213]
  [235 225 215]
  ...
  [198 169  39]
  [199 170  42]
  [200 171  41]]

 ...

 [[181 162 164]
  [181 165 166]
  [183 169 169]
  ...
  [229 227 238]
  [230 227 238]
  [229 226 237]]

 [[176 160 161]
  [179 163 164]
  [182 168 168]
  ...
  [229 227 238]
  [229 226 237]
  [229 226 237]]

 [[174 158 159]
  [177 163 163]
  [182 168 168]
  ...
  [229 227 238]
  [229 226 237]
  [229 226 237]]]",32,Male,Male,30,sad,Male,fear,33
"[[[ 23  20   5]
  [ 25  22   7]
  [ 29  23   9]
  ...
  [ 27  19  16]
  [ 27  19  16]
  [ 27  19  16]]

 [[ 22  19   4]
  [ 24  21   6]
  [ 29  23   9]
  ...
  [ 26  18  15]
  [ 26  18  15]
  [ 26  18  15]]

 [[ 20  17   2]
  [ 23  20   5]
  [ 28  22   8]
  ...
  [ 26  18  15]
  [ 26  18  15]
  [ 26  18  15]]

 ...

 [[ 19  10   5]
  [ 19  10   5]
  [ 19  10   5]
  ...
  [242 234 221]
  [241 233 220]
  [240 232 219]]

 [[ 15   8   2]
  [ 14   9   3]
  [ 14   9   3]
  ...
  [243 235 222]
  [240 232 219]
  [238 230 217]]

 [[ 14   9   3]
  [ 14   9   3]
  [ 13  10   3]
  ...
  [243 235 222]
  [239 231 218]
  [237 229 216]]]",48,Female,Female,35,sad,Male,happy,31
"[[[ 69  50  36]
  [ 72  53  39]
  [ 74  55  41]
  ...
  [207 209 208]
  [207 209 208]
  [207 209 208]]

 [[ 69  50  36]
  [ 70  51  37]
  [ 72  53  39]
  ...
  [207 209 208]
  [207 209 208]
  [207 209 208]]

 [[ 67  48  34]
  [ 69  50  36]
  [ 70  51  37]
  ...
  [207 209 208]
  [207 209 208]
  [207 209 208]]

 ...

 [[ 23  26  35]
  [ 23  26  35]
  [ 22  26  35]
  ...
  [204 185 117]
  [203 184 118]
  [203 184 116]]

 [[ 23  26  35]
  [ 23  26  35]
  [ 22  26  37]
  ...
  [203 184 115]
  [202 183 115]
  [202 183 114]]

 [[ 23  26  35]
  [ 23  26  35]
  [ 22  26  37]
  ...
  [202 183 114]
  [202 183 114]
  [202 183 114]]]",48,Male,Male,52,neutral,Male,neutral,31
"[[[184 137 109]
  [185 138 110]
  [187 140 112]
  ...
  [ 97  88  73]
  [ 96  87  72]
  [ 95  86  71]]

 [[183 136 108]
  [185 138 110]
  [188 141 113]
  ...
  [ 97  88  73]
  [ 96  87  72]
  [ 95  86  71]]

 [[183 136 108]
  [185 138 110]
  [189 142 114]
  ...
  [ 98  89  74]
  [ 97  88  73]
  [ 96  87  72]]

 ...

 [[232 231 227]
  [234 233 229]
  [236 235 231]
  ...
  [217 210 204]
  [219 212 206]
  [221 214 208]]

 [[230 229 225]
  [233 232 228]
  [235 234 230]
  ...
  [218 211 205]
  [221 214 208]
  [223 216 210]]

 [[230 229 225]
  [232 231 227]
  [234 233 229]
  ...
  [219 212 206]
  [222 215 209]
  [225 218 212]]]",1,Male,Male,0,neutral,Male,happy,23
"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 12   8   5]
  [  3   0   0]
  [ 13   9   6]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [  3   0   0]
  [ 13   8   5]
  [  3   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [247 242 238]
  [238 230 227]
  [238 233 229]]

 ...

 [[ 63  54  49]
  [ 63  54  49]
  [ 64  55  50]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 59  50  45]
  [ 60  51  46]
  [ 60  51  46]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 57  48  43]
  [ 57  48  43]
  [ 57  48  43]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",38,Male,Male,42,sad,Male,neutral,33
"[[[ 48  30  26]
  [ 42  24  20]
  [ 34  16  16]
  ...
  [177 172 179]
  [177 171 181]
  [177 174 185]]

 [[ 45  27  23]
  [ 39  21  17]
  [ 30  12  12]
  ...
  [178 173 180]
  [177 174 183]
  [178 175 186]]

 [[ 42  24  20]
  [ 35  17  13]
  [ 26   8   8]
  ...
  [180 175 182]
  [179 176 185]
  [180 178 189]]

 ...

 [[224 207 243]
  [224 207 243]
  [226 206 243]
  ...
  [144 150 172]
  [144 150 172]
  [144 150 172]]

 [[224 207 243]
  [224 207 243]
  [226 206 243]
  ...
  [141 147 169]
  [142 148 170]
  [143 149 171]]

 [[224 207 243]
  [224 207 243]
  [226 206 243]
  ...
  [139 145 167]
  [140 146 168]
  [141 147 169]]]",36,Female,Female,33,happy,Male,happy,26
"[[[ 44  34  33]
  [ 48  38  37]
  [ 51  41  40]
  ...
  [ 27  14   5]
  [ 39  25  16]
  [ 51  34  24]]

 [[ 44  34  33]
  [ 47  37  36]
  [ 50  40  39]
  ...
  [ 26  13   5]
  [ 38  24  15]
  [ 49  32  22]]

 [[ 44  34  33]
  [ 47  37  36]
  [ 49  39  38]
  ...
  [ 25  12   4]
  [ 35  21  12]
  [ 43  29  20]]

 ...

 [[228 232 197]
  [228 229 195]
  [230 229 198]
  ...
  [181 227 180]
  [157 213 166]
  [137 199 150]]

 [[227 231 194]
  [230 231 197]
  [234 233 202]
  ...
  [192 231 186]
  [173 222 177]
  [155 211 164]]

 [[226 230 193]
  [229 233 196]
  [237 236 205]
  ...
  [197 234 190]
  [181 228 184]
  [167 220 174]]]",33,Male,Male,33,sad,Male,happy,26
"[[[87 79 58]
  [87 79 58]
  [88 77 57]
  ...
  [32 29 12]
  [32 29 12]
  [33 30 13]]

 [[86 78 57]
  [86 78 57]
  [87 76 56]
  ...
  [32 29 12]
  [32 29 12]
  [33 30 13]]

 [[84 76 55]
  [84 76 55]
  [86 75 55]
  ...
  [32 29 12]
  [32 29 12]
  [33 30 13]]

 ...

 [[73 53 28]
  [72 52 27]
  [71 51 24]
  ...
  [73 67 43]
  [68 62 38]
  [64 58 34]]

 [[75 55 30]
  [74 54 29]
  [74 54 27]
  ...
  [74 68 44]
  [69 63 39]
  [65 59 35]]

 [[76 56 31]
  [75 55 30]
  [75 55 28]
  ...
  [76 70 46]
  [70 64 40]
  [66 60 36]]]",35,Female,Female,28,neutral,Female,happy,24
"[[[ 79  41  20]
  [ 79  41  20]
  [ 82  41  19]
  ...
  [185  88  43]
  [184  86  41]
  [182  84  39]]

 [[ 79  41  20]
  [ 79  41  18]
  [ 81  40  18]
  ...
  [188  93  47]
  [187  90  47]
  [185  88  43]]

 [[ 80  39  17]
  [ 80  39  17]
  [ 82  40  18]
  ...
  [189 101  55]
  [189  98  54]
  [187  96  51]]

 ...

 [[ 43  17   0]
  [ 41  15   0]
  [ 39  13   0]
  ...
  [116 113  96]
  [124 121 102]
  [130 127 108]]

 [[ 56  34  10]
  [ 52  30   7]
  [ 46  24   1]
  ...
  [123 120 103]
  [131 128 109]
  [137 134 115]]

 [[ 75  54  27]
  [ 69  48  21]
  [ 58  38  14]
  ...
  [128 125 108]
  [136 133 114]
  [141 138 119]]]",30,Male,Male,29,sad,Male,neutral,29
"[[[ 33  26  20]
  [ 36  29  23]
  [ 37  27  25]
  ...
  [253 250 241]
  [252 252 242]
  [252 252 242]]

 [[ 32  25  19]
  [ 35  28  22]
  [ 36  26  24]
  ...
  [253 250 241]
  [252 252 242]
  [252 252 242]]

 [[ 32  25  19]
  [ 34  27  21]
  [ 35  25  23]
  ...
  [253 250 241]
  [252 252 242]
  [252 252 242]]

 ...

 [[ 24   3   2]
  [ 24   3   2]
  [ 23   3   2]
  ...
  [234 234 234]
  [221 221 221]
  [210 210 210]]

 [[ 23   2   1]
  [ 23   2   1]
  [ 23   3   2]
  ...
  [234 234 234]
  [225 225 225]
  [216 216 216]]

 [[ 23   2   1]
  [ 23   2   1]
  [ 22   2   1]
  ...
  [230 230 230]
  [221 221 221]
  [214 214 214]]]",30,Male,Male,32,happy,Male,happy,27
"[[[179 165 138]
  [180 166 139]
  [181 167 140]
  ...
  [ 33  35  34]
  [ 45  46  50]
  [ 57  61  64]]

 [[180 166 139]
  [181 167 140]
  [183 169 142]
  ...
  [ 37  38  40]
  [ 45  49  52]
  [ 57  61  64]]

 [[182 167 138]
  [184 169 140]
  [186 171 142]
  ...
  [ 43  44  46]
  [ 48  52  55]
  [ 57  61  64]]

 ...

 [[ 45  56  40]
  [ 45  56  40]
  [ 44  55  39]
  ...
  [118  99  85]
  [115  95  84]
  [112  92  81]]

 [[ 45  56  40]
  [ 44  55  39]
  [ 43  54  38]
  ...
  [112  94  82]
  [111  93  83]
  [110  92  82]]

 [[ 44  55  39]
  [ 44  55  39]
  [ 43  54  38]
  ...
  [110  92  80]
  [110  92  82]
  [110  92  82]]]",50,Male,Male,52,neutral,Male,sad,47
"[[[14 14  2]
  [13 13  1]
  [12 12  0]
  ...
  [45 53 55]
  [44 53 52]
  [43 52 51]]

 [[14 14  2]
  [13 13  1]
  [12 12  0]
  ...
  [44 52 54]
  [42 51 50]
  [42 51 50]]

 [[13 13  1]
  [13 13  1]
  [11 11  0]
  ...
  [41 49 51]
  [39 48 47]
  [39 48 47]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [19 16 11]
  [21 18 13]
  [23 20 15]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [19 16 11]
  [20 17 12]
  [21 18 13]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [20 17 12]
  [19 16 11]
  [19 16 11]]]",22,Female,Female,28,happy,Male,happy,25
"[[[ 48  40  38]
  [ 44  36  34]
  [ 40  32  30]
  ...
  [ 22  28  18]
  [ 26  32  22]
  [ 28  36  25]]

 [[ 48  40  38]
  [ 44  36  34]
  [ 39  31  29]
  ...
  [ 24  27  18]
  [ 26  32  22]
  [ 28  36  25]]

 [[ 47  39  36]
  [ 43  35  32]
  [ 39  31  28]
  ...
  [ 24  27  18]
  [ 26  32  22]
  [ 28  36  25]]

 ...

 [[225 173 126]
  [214 163 116]
  [194 143 100]
  ...
  [ 99  98 116]
  [ 99  98 116]
  [ 98  99 117]]

 [[228 175 123]
  [221 170 117]
  [207 155 107]
  ...
  [ 89  86 103]
  [ 92  89 106]
  [ 94  93 109]]

 [[225 173 116]
  [222 169 115]
  [211 159 109]
  ...
  [ 79  75  90]
  [ 83  80  97]
  [ 87  84 101]]]",15,Female,Male,26,happy,Male,happy,28
"[[[ 17   7   6]
  [ 17   7   6]
  [ 16   8   5]
  ...
  [162 149 132]
  [175 160 141]
  [177 162 143]]

 [[ 17   7   6]
  [ 16   8   6]
  [ 16   8   6]
  ...
  [163 150 133]
  [174 159 140]
  [176 161 142]]

 [[ 16   7   8]
  [ 14   9   6]
  [ 14   9   6]
  ...
  [165 152 135]
  [175 160 141]
  [176 161 142]]

 ...

 [[ 41  40  46]
  [ 41  40  46]
  [ 41  40  46]
  ...
  [ 34  33  38]
  [ 33  32  37]
  [ 32  31  36]]

 [[ 40  39  45]
  [ 40  39  45]
  [ 40  39  45]
  ...
  [ 34  33  38]
  [ 33  32  37]
  [ 32  31  36]]

 [[ 40  39  45]
  [ 40  39  45]
  [ 40  39  45]
  ...
  [ 34  33  38]
  [ 33  32  37]
  [ 32  31  36]]]",35,Male,Male,32,sad,Male,fear,27
"[[[123  82  36]
  [106  65  21]
  [ 99  60  17]
  ...
  [ 26   1   0]
  [ 30   5   1]
  [ 31   7   3]]

 [[125  84  38]
  [105  64  20]
  [ 95  56  13]
  ...
  [ 26   1   0]
  [ 29   4   0]
  [ 30   6   2]]

 [[126  85  39]
  [104  63  19]
  [ 91  52   9]
  ...
  [ 25   0   0]
  [ 27   2   0]
  [ 27   3   1]]

 ...

 [[107  55  15]
  [106  54  14]
  [103  54  14]
  ...
  [ 37  16  15]
  [ 39  18  17]
  [ 43  22  21]]

 [[105  53  13]
  [105  53  13]
  [102  53  13]
  ...
  [ 40  19  18]
  [ 39  18  17]
  [ 38  17  16]]

 [[104  52  12]
  [104  52  12]
  [102  53  13]
  ...
  [ 44  23  22]
  [ 39  18  17]
  [ 34  13  12]]]",8,Male,Male,11,neutral,Male,happy,23
"[[[ 80  85  79]
  [ 80  85  79]
  [ 73  78  72]
  ...
  [135 136 138]
  [135 136 138]
  [135 136 138]]

 [[ 80  85  79]
  [ 79  84  78]
  [ 72  77  71]
  ...
  [135 136 138]
  [135 136 138]
  [135 136 138]]

 [[ 81  83  78]
  [ 80  82  77]
  [ 70  75  69]
  ...
  [135 136 138]
  [135 136 138]
  [135 136 138]]

 ...

 [[ 77  79  74]
  [ 76  78  73]
  [ 75  77  72]
  ...
  [ 99 101 100]
  [ 95  97  96]
  [ 97  99  98]]

 [[ 77  79  74]
  [ 76  78  73]
  [ 75  77  72]
  ...
  [ 98 100  99]
  [ 96  98  97]
  [ 98 100  99]]

 [[ 77  79  74]
  [ 76  78  73]
  [ 75  77  72]
  ...
  [ 99 101 100]
  [ 98 100  99]
  [102 104 103]]]",45,Male,Male,38,sad,Male,neutral,41
"[[[ 33  18  11]
  [ 27  12   5]
  [ 26   9   2]
  ...
  [233 224 169]
  [230 221 166]
  [229 220 165]]

 [[ 29  14   7]
  [ 32  17  10]
  [ 44  27  20]
  ...
  [234 225 170]
  [231 222 167]
  [229 220 165]]

 [[ 40  23  16]
  [ 52  35  28]
  [ 75  56  50]
  ...
  [234 225 170]
  [232 223 168]
  [231 222 167]]

 ...

 [[167 120 102]
  [165 118 100]
  [163 116  96]
  ...
  [125 110  69]
  [134 119  78]
  [141 126  85]]

 [[166 119 101]
  [165 118 100]
  [163 116  96]
  ...
  [123 108  67]
  [132 117  76]
  [138 123  82]]

 [[166 119 101]
  [164 117  99]
  [162 115  95]
  ...
  [122 107  66]
  [130 115  74]
  [136 121  80]]]",58,Male,Male,49,happy,Male,happy,38
"[[[ 8  7  5]
  [ 8  7  5]
  [11  7  6]
  ...
  [34 33 31]
  [36 35 33]
  [37 36 34]]

 [[ 8  7  5]
  [ 8  7  5]
  [11  7  6]
  ...
  [33 32 30]
  [35 34 32]
  [36 35 33]]

 [[10  6  5]
  [10  6  5]
  [11  7  6]
  ...
  [32 31 29]
  [34 33 31]
  [35 34 32]]

 ...

 [[29 25 24]
  [29 25 24]
  [30 26 25]
  ...
  [37 33 32]
  [36 32 31]
  [36 32 31]]

 [[29 25 24]
  [29 25 24]
  [30 26 25]
  ...
  [36 32 31]
  [35 31 30]
  [34 30 29]]

 [[29 25 24]
  [29 25 24]
  [30 26 25]
  ...
  [35 31 30]
  [34 30 29]
  [33 29 28]]]",15,Female,Female,21,neutral,Male,happy,32
"[[[241 237 226]
  [234 230 219]
  [219 215 204]
  ...
  [219 219 219]
  [245 245 243]
  [252 252 250]]

 [[242 238 227]
  [235 231 220]
  [222 218 207]
  ...
  [226 226 226]
  [247 247 245]
  [252 252 250]]

 [[243 239 228]
  [238 234 223]
  [226 222 211]
  ...
  [233 233 233]
  [249 249 247]
  [252 252 250]]

 ...

 [[249 249 241]
  [246 246 238]
  [243 243 235]
  ...
  [247 247 249]
  [249 249 249]
  [251 251 251]]

 [[248 248 240]
  [246 246 238]
  [242 242 234]
  ...
  [245 245 247]
  [247 247 247]
  [250 250 250]]

 [[248 248 240]
  [245 245 237]
  [241 241 233]
  ...
  [243 243 245]
  [247 247 247]
  [250 250 250]]]",26,Male,Male,24,neutral,Male,neutral,31
"[[[211 195 180]
  [202 186 171]
  [200 184 171]
  ...
  [205 190 185]
  [213 198 195]
  [221 206 203]]

 [[210 194 179]
  [202 186 171]
  [201 185 172]
  ...
  [200 185 180]
  [209 194 191]
  [215 200 197]]

 [[209 193 178]
  [202 186 171]
  [203 187 174]
  ...
  [196 178 174]
  [206 191 188]
  [210 195 192]]

 ...

 [[224 164 130]
  [226 166 132]
  [227 167 133]
  ...
  [154 151 142]
  [130 127 122]
  [113 112 107]]

 [[224 164 130]
  [225 165 131]
  [227 167 133]
  ...
  [130 127 120]
  [115 112 107]
  [105 104 100]]

 [[224 164 130]
  [225 165 131]
  [227 167 133]
  ...
  [113 110 103]
  [104 100  97]
  [102 101  97]]]",67,Female,Female,62,neutral,Female,happy,40
"[[[44 43 41]
  [43 42 40]
  [44 40 37]
  ...
  [44 33 29]
  [44 33 29]
  [43 32 28]]

 [[44 43 41]
  [43 42 40]
  [44 40 37]
  ...
  [44 33 29]
  [44 33 29]
  [43 32 28]]

 [[45 44 42]
  [44 43 41]
  [45 41 38]
  ...
  [44 33 29]
  [43 32 28]
  [43 32 28]]

 ...

 [[44 35 28]
  [43 34 27]
  [43 34 27]
  ...
  [28 21 11]
  [25 21 10]
  [24 20  9]]

 [[44 35 28]
  [44 35 28]
  [43 34 27]
  ...
  [26 19  9]
  [23 19  8]
  [21 19  7]]

 [[44 35 28]
  [44 35 28]
  [44 35 28]
  ...
  [25 18  8]
  [22 18  7]
  [20 18  6]]]",24,Female,Female,22,sad,Female,happy,28
"[[[116  52  42]
  [128  64  54]
  [144  77  68]
  ...
  [110  67  74]
  [108  65  72]
  [107  64  71]]

 [[123  59  49]
  [134  70  60]
  [149  82  73]
  ...
  [110  67  74]
  [109  66  73]
  [108  65  72]]

 [[130  66  54]
  [142  78  66]
  [156  89  80]
  ...
  [110  67  74]
  [110  67  74]
  [110  67  74]]

 ...

 [[ 59  38  45]
  [ 59  38  45]
  [ 58  38  47]
  ...
  [215 139 105]
  [215 139 105]
  [215 139 105]]

 [[ 60  39  46]
  [ 60  39  46]
  [ 59  39  48]
  ...
  [214 138 104]
  [214 138 104]
  [214 138 104]]

 [[ 60  39  46]
  [ 60  39  46]
  [ 59  39  48]
  ...
  [213 137 103]
  [213 137 103]
  [213 137 103]]]",26,Female,Female,30,sad,Female,surprise,30
"[[[ 93  99  89]
  [ 92  98  88]
  [ 90  96  86]
  ...
  [ 30  26  25]
  [ 29  27  28]
  [ 30  28  29]]

 [[ 94 100  90]
  [ 92  98  88]
  [ 90  96  86]
  ...
  [ 30  26  25]
  [ 30  28  29]
  [ 31  29  30]]

 [[ 94 100  90]
  [ 93  99  89]
  [ 91  97  87]
  ...
  [ 31  27  26]
  [ 31  29  30]
  [ 32  30  31]]

 ...

 [[182 199 253]
  [182 199 251]
  [182 199 253]
  ...
  [115 122 164]
  [115 122 166]
  [116 123 167]]

 [[181 198 254]
  [181 198 252]
  [182 199 255]
  ...
  [120 127 169]
  [121 128 172]
  [124 131 177]]

 [[181 198 254]
  [181 198 254]
  [181 198 254]
  ...
  [123 130 172]
  [126 133 177]
  [130 137 183]]]",26,Male,Male,24,sad,Male,neutral,24
"[[[ 10   0   1]
  [ 10   0   1]
  [ 10   1   2]
  ...
  [106  59  41]
  [109  62  46]
  [109  62  46]]

 [[ 10   0   1]
  [ 10   0   1]
  [ 10   1   2]
  ...
  [111  64  46]
  [111  64  48]
  [109  62  46]]

 [[ 10   0   1]
  [ 10   0   1]
  [ 10   1   2]
  ...
  [114  69  50]
  [112  67  48]
  [108  63  44]]

 ...

 [[ 11   6  12]
  [ 12   7  13]
  [ 14   9  13]
  ...
  [  7   1   3]
  [  7   1   3]
  [  8   2   4]]

 [[ 10   5  11]
  [ 11   6  12]
  [ 13   8  12]
  ...
  [  7   1   3]
  [  7   1   3]
  [  8   2   4]]

 [[ 10   5  11]
  [ 11   6  12]
  [ 13   8  12]
  ...
  [  7   1   3]
  [  7   1   3]
  [  8   2   4]]]",26,Female,Male,27,neutral,Male,neutral,25
"[[[ 7  6  2]
  [11 10  6]
  [11 10  6]
  ...
  [ 9  1  0]
  [17  8  3]
  [27 16 10]]

 [[ 7  6  2]
  [11 10  6]
  [11 10  6]
  ...
  [ 9  1  0]
  [17  8  3]
  [28 17 11]]

 [[ 9  8  4]
  [11 10  6]
  [12 11  7]
  ...
  [ 8  0  0]
  [18  9  4]
  [29 18 12]]

 ...

 [[73 21  8]
  [73 21  8]
  [73 21  8]
  ...
  [22 20 23]
  [22 20 25]
  [21 19 22]]

 [[73 21  8]
  [73 21  8]
  [73 21  8]
  ...
  [19 18 23]
  [19 18 24]
  [18 17 22]]

 [[73 21  8]
  [73 21  8]
  [73 21  8]
  ...
  [17 18 23]
  [16 17 22]
  [15 16 21]]]",27,Male,Male,35,sad,Male,sad,27
"[[[33 32 11]
  [32 31 10]
  [29 31 10]
  ...
  [36 38 17]
  [36 38 17]
  [36 38 17]]

 [[32 31 10]
  [31 30  9]
  [28 30  9]
  ...
  [36 38 17]
  [36 38 17]
  [36 38 17]]

 [[31 30  9]
  [30 29  8]
  [27 29  8]
  ...
  [36 38 17]
  [36 38 17]
  [36 38 17]]

 ...

 [[72 71 53]
  [70 69 51]
  [68 67 49]
  ...
  [66 64 51]
  [68 66 53]
  [68 66 53]]

 [[70 69 51]
  [68 67 49]
  [66 65 47]
  ...
  [66 64 51]
  [68 66 53]
  [68 66 53]]

 [[69 68 50]
  [67 66 48]
  [65 64 46]
  ...
  [66 64 51]
  [67 65 52]
  [68 66 53]]]",28,Male,Male,24,sad,Male,neutral,26
"[[[ 87  72  65]
  [ 84  69  62]
  [ 81  66  59]
  ...
  [ 70  43  34]
  [ 67  40  31]
  [ 64  37  28]]

 [[ 86  71  64]
  [ 83  68  61]
  [ 80  65  58]
  ...
  [ 72  45  36]
  [ 70  43  34]
  [ 68  41  32]]

 [[ 84  69  62]
  [ 81  66  59]
  [ 78  63  56]
  ...
  [ 74  47  38]
  [ 74  47  38]
  [ 75  48  39]]

 ...

 [[ 93  46  28]
  [ 98  53  34]
  [108  61  41]
  ...
  [ 21   5   6]
  [ 27   7   8]
  [ 29   9  10]]

 [[ 98  50  30]
  [104  57  37]
  [113  65  45]
  ...
  [ 22   6   7]
  [ 27   7   8]
  [ 29   9  10]]

 [[102  54  34]
  [108  60  40]
  [116  68  48]
  ...
  [ 22   6   7]
  [ 27   7   8]
  [ 29   9  10]]]",24,Female,Female,22,sad,Female,happy,27
"[[[ 93  63  53]
  [ 93  63  53]
  [ 95  65  55]
  ...
  [193 147 121]
  [184 138 114]
  [175 129 105]]

 [[ 93  63  53]
  [ 94  64  54]
  [ 95  65  55]
  ...
  [195 149 123]
  [188 142 118]
  [180 134 110]]

 [[ 94  64  54]
  [ 94  64  54]
  [ 96  66  56]
  ...
  [198 152 126]
  [192 146 122]
  [185 139 115]]

 ...

 [[103  75  64]
  [112  84  73]
  [120  92  81]
  ...
  [ 70  33  24]
  [ 64  30  21]
  [ 61  28  21]]

 [[101  73  62]
  [110  82  71]
  [119  91  80]
  ...
  [ 64  29  23]
  [ 57  24  19]
  [ 50  19  14]]

 [[100  72  61]
  [109  81  70]
  [118  90  79]
  ...
  [ 59  26  19]
  [ 50  19  16]
  [ 43  14  10]]]",61,Male,Male,66,sad,Male,neutral,39
